unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+12335,URI,URI@n,𒌵,LAK125 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK176 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL224 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU414 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES103 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL090 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL246 [Hittite period (~1650–1180 BCE) | Hittite]; KWU303 [Ur III (~2112–2004 BCE) | Administrative]; MZL574 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE114 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP380 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA359n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1233C,|URU×GA|,|URU×GA@g|,𒌼,ABZL183 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL076 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA042 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12340,|URU×GU|,|URU×(MIN.GU)|,𒍀,LAK602 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY023b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL185 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES296 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL257 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU771 [Ur III (~2112–2004 BCE) | Administrative]; MZL084 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP302 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA046 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12342,|URU×IGI|,|LAK648×IGI|,𒍂,ABZL184 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL274 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU228 [Ur III (~2112–2004 BCE) | Administrative]; MZL079 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP281 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA044 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12342,|URU×IGI|,|URU×(MIN.IGI)|,𒍂,ABZL184 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL274 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU228 [Ur III (~2112–2004 BCE) | Administrative]; MZL079 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP281 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA044 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12347,|URU×MIN|,|LAK648×IM|,𒍇,ASY024 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL189 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES314 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU226 [Ur III (~2112–2004 BCE) | Administrative]; MZL080 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE081 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA049x [Standard Babylonian (any period) | Akkado-Babylonian]; SYA019 [Standard Babylonian (any period) | Akkadian syllabary]
U+12347,|URU×MIN|,URU,𒍇,LAK591 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY022 [Standard Babylonian (any period) | Akkadian syllabary]; BAU336 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES295 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL256 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE257 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP300 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ASY024 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL189 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES314 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU226 [Ur III (~2112–2004 BCE) | Administrative]; MZL080 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE081 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA049x [Standard Babylonian (any period) | Akkado-Babylonian]; SYA019 [Standard Babylonian (any period) | Akkadian syllabary]
U+12347,|URU×MIN|,|URU×(MIN.IM)|,𒍇,ASY024 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL189 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES314 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU226 [Ur III (~2112–2004 BCE) | Administrative]; MZL080 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE081 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA049x [Standard Babylonian (any period) | Akkado-Babylonian]; SYA019 [Standard Babylonian (any period) | Akkadian syllabary]
,|URU×(MIN.NI.GA)|,|URU×(MIN.NI)|,,
U+1234E,|URU×URUDA|,|URU×(MIN.URUDA)|,𒍎,ABZL182 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL275 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU229 [Ur III (~2112–2004 BCE) | Administrative]; MZL075 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP282 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA041 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1235C,UZU,UZU@90,𒍜,LAK120 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK350 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY121 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL134 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU213 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES193 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL203 [Hittite period (~1650–1180 BCE) | Hittite]; KWU692 [Ur III (~2112–2004 BCE) | Administrative]; MZL311 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE178 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA171 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA105 [Standard Babylonian (any period) | Akkadian syllabary]
U+1235E,ZA@t,|GAM.GAM|,𒍞,ABZL245 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL854 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA379_2 [Standard Babylonian (any period) | Akkado-Babylonian]
,|ZI&ZI.A|,|ZI&ZI|,𒍤𒀀,LAK469 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL900 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU259 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU127 [Ur III (~2112–2004 BCE) | Administrative]; RSP456 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL151 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL104 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA066a [Standard Babylonian (any period) | Akkado-Babylonian]
,|ZI&ZI.LAGAB|,|ZI&ZI|,𒍤𒆸,LAK469 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU259 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU127 [Ur III (~2112–2004 BCE) | Administrative]; RSP456 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL149 [Old Babylonian (~2000–1600 BCE) | School texts]; KWU128 [Ur III (~2112–2004 BCE) | Administrative]; MZL102 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA066c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12365,ZI₃,KU,𒍥,LAK791 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY290 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL242a [Gudea period (~2100 BCE) | Lagash / Girsu]; ABZL420 [Old Babylonian (~2000–1600 BCE) | School texts]
U+12365,ZI₃,ZI₃@t,𒍥,ABZL420 [Old Babylonian (~2000–1600 BCE) | School texts]
U+12366,ZIB,ZIB@k,𒍦,ASY228 [Standard Babylonian (any period) | Akkadian syllabary]; MZL628 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA395 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA200 [Standard Babylonian (any period) | Akkadian syllabary]
U+12368,ZIG,|NINDA₂×(U.U.U)|,𒍨,ASY128 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL140 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL336 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA190 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA111 [Standard Babylonian (any period) | Akkadian syllabary]
U+12368,ZIG,|TUM×(U.U.U)|,𒍨,ASY128 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL140 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL336 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA190 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA111 [Standard Babylonian (any period) | Akkadian syllabary]
,|ZU.AB|,DE₂,𒍪𒀊,LAK156^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY190 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL071 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP361bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK292 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU225 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL136 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU410 [Ur III (~2112–2004 BCE) | Administrative]; RSP142 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
,|ZU.AB|,|ZU×AB|,𒍪𒀊,LAK292 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU225 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL136 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU410 [Ur III (~2112–2004 BCE) | Administrative]; RSP142 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1236C,|ZU₅×A|,|URUDA×NUN|,𒍬,BAU341 [Early Dynastic (~2900–2340 BCE) | Lagash]; PTACE071 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA181n [Standard Babylonian (any period) | Akkado-Babylonian]
U+1236C,|ZU₅×A|,ZU₅,𒍬,LAK117 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES062 [Early Dynastic (~2900–2340 BCE) | Ebla]; BAU341 [Early Dynastic (~2900–2340 BCE) | Lagash]; PTACE071 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA181n [Standard Babylonian (any period) | Akkado-Babylonian]
,ZUBI,LAK460,,LAK460 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK459 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES240 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL097 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE125 [Early Dynastic (~2900–2340 BCE) | Ebla]
,ZUBI,|PAP.NA₂|,,MZL097 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK459 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES240 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE125 [Early Dynastic (~2900–2340 BCE) | Ebla]
,|ZUM×TUG₂|,|ZUM×LAGAB|,,RSP175^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK524 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES279 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL885 [Standard Babylonian (any period) | Akkado-Babylonian]; REC333 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1242F,3(ŠARU)@v,3(ŠARU@c)@v,𒐯,
U+12425,3(ŠAR₂)@v,3(ŠAR₂@c)@v,𒐥,
U+12420,3(GEŠU),3(GEŠU@c)@v,𒐠,
U+12421,4(GEŠU),4(GEŠU@c)@v,𒐡,
,7(GEŠU),7(GEŠU@c),󰀦,
U+12415,1(GEŠ₂),GEŠ₂@c@90,𒐕,LAK822^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK841^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP003 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12415,1(GEŠ₂),GEŠ₂@c@v,𒐕,LAK822^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK841^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP003 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12415,1(GEŠ₂),GEŠ₂@t,𒐕,LAK822^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK841^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP003 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12416,2(GEŠ₂),2(GEŠ₂@t),𒐖,
U+12417,3(GEŠ₂),3(GEŠ₂@c)@v,𒐗,
U+12417,3(GEŠ₂),3(GEŠ₂@c@90),𒐗,
U+12417,3(GEŠ₂),3(GEŠ₂@t),𒐗,
U+12418,4(GEŠ₂),4(GEŠ₂@c)@v,𒐘,
U+12418,4(GEŠ₂),4(GEŠ₂@c@90),𒐘,
U+12418,4(GEŠ₂),4(GEŠ₂@t),𒐘,
U+12419,5(GEŠ₂),5(GEŠ₂@t),𒐙,
U+1241A,6(GEŠ₂),6(GEŠ₂@t),𒐚,
U+1241B,7(GEŠ₂),7(GEŠ₂@t),𒐛,
U+1241C,8(GEŠ₂),8(GEŠ₂@t),𒐜,
U+1241D,9(GEŠ₂),9(GEŠ₂@t),𒐝,
U+12405,7(AŠ),7(AŠ@c)@l,𒐅,MZL218 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125d [Standard Babylonian (any period) | Akkado-Babylonian]
U+1242C,1(ŠARU),1(ŠARU@v),𒐬,LAK827^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL284 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL653 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1242C,1(ŠARU),ŠARU@v@c,𒐬,LAK827^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK861 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL284 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL653 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1242D,2(ŠARU),2(ŠARU@v),𒐭,ABZL285 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL655 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409a [Standard Babylonian (any period) | Akkado-Babylonian]
U+1242E,3(ŠARU),3(ŠARU@v),𒐮,ABZL286 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL656 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12430,4(ŠARU),4(ŠARU@v),𒐰,MZL657 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12431,5(ŠARU),5(ŠARU@v),𒐱,MZL658 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409d [Standard Babylonian (any period) | Akkado-Babylonian]
U+1244F,1(BAN₂),BAN₂@v,𒑏,LAK816^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK829^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL029 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL020 [Hittite period (~1650–1180 BCE) | Hittite]; MZL122 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA074 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1244F,1(BAN₂),1(BAN₂@t),𒑏,LAK816^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK829^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL029 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL020 [Hittite period (~1650–1180 BCE) | Hittite]; MZL122 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA074 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1240F,4(U),4(U@c)@v,𒐏,ABZL374 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL335 [Hittite period (~1650–1180 BCE) | Hittite]; MZL712 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA473 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12437,3(BURU@v),3(BURU@c)@v,𒐷,
U+1247C [unverified],6(|AŠ×DIŠ@t|),6(|BAD×DIŠ@t|),𒑼,RSP093 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1247D [unverified],7(|AŠ×DIŠ@t|),7(|BAD×DIŠ@t|),𒑽,RSP093 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1247E [unverified],8(|AŠ×DIŠ@t|),8(|BAD×DIŠ@t|),𒑾,RSP093 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
